Société qui factire la location ;Site commercial;Ing Commercial financé;Client;SIRET client;Nom client;Avenant;Commentaire;Date effet;Fin validité;Période Fac;Nb loyers;Somme de Mt financé € HT ;Somme de Mt Loyer intercaoaire HT et /ou 49 € de frais de dossier;Somme de Loyer client € HT 
;;;FAYPVC0329;41400306100010;EURL FAYETTE PVC;CTR-038292/0001;"CANON IR C255i NS WKL15807 + Accessoires
";28/11/2017;31/12/2020;Trimestrielle;12;3532,88;133,04;360
;;;TECHNO4460;327676706;TECHNOLIM;CTR-037825/0001;"CANON IR C3525i NS WSH09288 + Accessoires
";07/09/2017;31/12/2022;Trimestrielle;21;4313,05;71,74;275
;;;LSINDU4949;83275552400010;LS INDUSTRIE;CTR-038271/0001;"SHARP MX-2614NSF NS 5504868X + SHARP MX-M364NSF NS 55013520 - 55013530 + SHARP MX-M266NEU NS 55034757 - 55030057 - 55031557 + SHARP MX-B382SF NS 55000129 + Lexmark M1140 NS 45145PLM2M45G
";07/11/2017;31/03/2023;Trimestrielle;21;15008,38;535,65;896
;;;GRIZON3106;321111940;GRIZON SARL;CTR-039030/0001;"CANON IPF 770 NS BAHN0648
";24/01/2018;30/06/2023;Trimestrielle;21;4294,28;197,28;265
;;Total MAURELET Christophe;;;;;;;;;;720693,74;8707,84;46226,33
;;PLUYAUD Didier;AUTOSP0100;32068645400044;PERICAUD SAS;CTR-033096/0001;"CANON IRA C5235i - NS JWF48829 _x000D_
C350I - NS QNU01142 - NS QNU01624 - NS QNU01589_x000D_
IRA C2230 - NS LBYB00308 _x000D_
";01/01/2015;31/03/2020;Trimestrielle;21;24172,17;0;1400
;;;;;;CTR-033096/0002;"CANON IR ADVANCE C350I - NS QNU05612 - QNU05668_x000D_
";01/10/2015;31/03/2020;Trimestrielle;18;5800;0;380
;;;;;;CTR-035919/0001;"CANON IR C5235i - NS WGR14423 + Accessoires_x000D_
";27/06/2016;30/09/2021;Trimestrielle;21;5833,74;15,82;360
;;;;;;CTR-036950/0001;"CANON IR C355i NS WKB00964 + Accessoires - Concession WW Feytiat
";08/02/2017;30/06/2022;Trimestrielle;21;3189,55;121,33;210
;;;BATIDU8282;342039559;ETS BATIDUR IMMO+;CTR-032996/0001;"CANON IRC2225i - NS LYE21070_x000D_
";16/10/2014;31/03/2020;Trimestrielle;21;4705,14;251,09;300
;;;;;;CTR-035036/0001;"CANON IRA C2020i - NS FAK17786
CANON IR C3325I -NS QTS08779 - QTS08943
CANON C5235i - NS JWF89800
Plotter IPF510 - NS AAFR8967
";01/01/2016;31/03/2021;Trimestrielle;21;31260,85;0;1800
;;;;;;CTR-037012/0001;"CANON IR C 3325I NS QTS29947 + Accessoires
";24/02/2017;30/06/2022;Trimestrielle;21;3781,9;99,6;249
;;;;;;CTR-039389/0001;"CANON IR ADV C3525I NS WSH20957 BRIVE LA GAILLARDE - XTV03341 ST JUNIEN + Accessoires  
";10/04/2018;30/09/2023;Trimestrielle;21;8710,22;468,57;520
;;;BECHAD8586;39167095700029;BECHADE;CTR-034603/0001;"SHARP MX-3140 - NS 3800489Y _x000D_
SHARP MX-2310U - NS 25020947_x000D_
";01/10/2015;31/12/2020;Trimestrielle;21;6822,46;0;435
;;;BTARNE5858;75450055100298;BANQUE TARNEAUD;CTR-039693/0001;"CANON IRA 4535iFR NS XMA02610 - XMA02973 - XMA02977 - XMA02708 - XMA02687 - XMA02705 - XMA02968 + CANON IRA 4545i FR NS XVS01008 + CANON IRAC C 5550I NS XVC04368
";04/07/2018;30/09/2022;Trimestrielle;16;20655,27;1451,72;1450
;;;;;;CTR-037441/0001;"CANON IRA 4535I NS UMY01667 4ème étage - UMY01670 DIFFUSION
";01/07/2017;30/06/2021;Trimestrielle;16;2798,48;0;202
;;;CAB9924;200043172;COMMUNAUTE D'AGGLOMERATION;CTR-030423/0001;COPIEUR CANON IRA C2230I - NS : LYB03330;15/04/2013;30/09/2018;Trimestrielle;21;12795;688,77;814
;;;CMB;47970117900067;CAPEA;CTR-009942/0010;Contrat Forfait Intégral - SMURFIT LIMOUSIN;26/11/2015;31/12/2018;Trimestrielle;12;11789;450,33;1150,84
;;;;423333418;;CTR-019211/0012;Contrat Forfait Intégral - MAISONS EUROFRANCE;01/04/2016;30/06/2021;Trimestrielle;21;9810;0;605,38
;;;;537446551;;CTR-019358/0017;"Contrat Forfait Intégral - SOCIETE NOUVELLE MIROITERIE GBM_x000D_
";01/04/2016;30/06/2021;Trimestrielle;21;20500;0;1223,85
;;;;40288504000020;;CTR-023119/0006;Contrat Forfait Intégral - SOCIETE TRANSPORTS AFFRETEMENTS ROUTIERS;09/06/2016;30/09/2021;Trimestrielle;21;6000;92,49;382,56
;;;;534283056;;CTR-029242/0006;Contrat Forfait Intégral - ETUDE RASCOL HUISSIER;01/01/2016;31/03/2021;Trimestrielle;21;7057,72;0;450
;;;;789252160;;CTR-033688/0001;Contrat Forfait Intégral -  STE DISTRIBUTION AUTOMOBILES LIMOUSIN;06/03/2015;30/06/2020;Trimestrielle;21;598,67;11,64;40,28
;;;;49519350000024;;CTR-033823/0001;Contrat Forfait Intégral - A.A.C.C.C CLINIQUE CHENIEUX   ;01/04/2015;30/06/2020;Trimestrielle;21;4156;0;264,99
;;;;38454491200015;;CTR-034328/0001;"CANON IR ADVANCE 4225 - NS QXM08364_x000D_
CCI /BOITE A BUSINESS - DPD";01/07/2015;30/06/2020;Trimestrielle;20;1889,9;0;109,05
;;;;397704628;;CTR-034329/0001;"CANON IR ADV 4225  - NS QXM08378_x000D_
CANON IR ADV 4225  - NS QXM08373_x000D_
IR ADVANCE C3320 - NS QTT0477_x000D_
CANON IR ADV 4225  - NS QXM08381_x000D_
CANON IRA 8285 - NS LTN02149_x000D_
CCI/ AG3IL - DPD";01/07/2015;30/06/2020;Trimestrielle;20;14845,56;0;856,63
;;;;18870801000049;;CTR-034330/0001;"CANON IR ADV 4225 - NS QXM08379_x000D_
CANON IR ADV C3320 - NS QTT01688_x000D_
CCI FORMATION - DPD";01/07/2015;30/06/2020;Trimestrielle;20;4290,44;0;247,57
;;;;18870801000023;;CTR-034331/0001;"CANON IR 1730 - NS QFP13072_x000D_
CANON IR 1730 - NS QFP13064 _x000D_
CANON IR1730 - NS QFP13073_x000D_
AEROPORT INTERNATIONAL DE LIMOGES - DPD";01/07/2015;30/06/2020;Trimestrielle;20;2530,88;0;146,03
;;;;18870801000015;;CTR-034422/0001;"Marché CCI Limoges - MARCHE 2015-2005 - DPD_x000D_
Canon 1730 QFP13067-QFP13062-QFP13079-QFP13078._x000D_
Canon 3320 QTT01546-QTT01478. Canon 4225 QXM08391-QXM08389-QXM08371._x000D_
Canon 8585 LTN02148. Canon 7280 UKP00708.";01/07/2015;30/06/2020;Trimestrielle;20;33633,8;0;1940,75
;;;;18870801000015;;CTR-034422/0002;"Marché CCI LIMOGES CAMPUS CONSULAIRE ZI NORD - AVENANT 1 MARCHE 2015-2005 - _x000D_
DPD - CANON IR C3320I - NS QTT13198_x000D_
_x000D_
_x000D_
_x000D_
Canon 8585 LTN02148. Canon 7280 UKP00708.";01/04/2016;30/06/2020;Trimestrielle;17;2299,4;0;153
;;;;21870650500011;;CTR-035326/0001;"Location, installation, configuration et Maintenance de photocopieurs - _x000D_
Mairie de FEYTIAT - DPD";15/02/2016;14/02/2021;Trimestrielle;20;7161,44;0;440
;;;;77807311400069;;CTR-035699/0003;Contrat Forfait Intégral - CENTRE DE SOINS DENTAIRES;13/05/2016;30/09/2021;Trimestrielle;21;1501;53,22;98,83
;;;;50169841900022;;CTR-036269/0001;"Commande 4500021622 - 16 lexmark M1145 avec 02 ème Bac NS 45146PHH333H0-LT-NK-486-HG-K0-N8-483-K7-N6-47T-48L-K4-MX-47C-48F + 3 Lexmark C4150 NS 50286050103C4-50286040102GC-50286050103HH   DPD
";14/09/2016;13/12/2021;Trimestrielle;21;12330,67;0;710
;;;;53202776000026;;CTR-019209/0010;Contrat Forfait Intégral - N.S.D.P.;09/01/2015;30/06/2020;Trimestrielle;21;16674,03;906,96;995,44
;;;;21870190200015;;CTR-024745/0004;"Contrat Forfait Intégral  - MAIRIE DE BOISSEUIL_x000D_
";09/09/2014;30/09/2018;Trimestrielle;16;1530,5;30,13;126
;;;;21870650500011;;CTR-001182/0012;Contrat Forfait Intégral - MAIRIE DE FEYTIAT;01/04/2018;31/03/2022;Trimestrielle;16;2512;0;192,9
;;;;47970117900067;;CTR-009942/0017;Contrat Forfait Intégral - SMURFIT KAPPA PRF;24/04/2018;30/06/2021;Trimestrielle;12;8546,09;617,6;826,49
;;;;21870190200015;;CTR-039309/0001;MAIRIE DE BOISSEUIL - DPD - SHARP MX-2314NSF NS 4509886Y00 - 4509977Y00;01/04/2018;31/03/2021;Trimestrielle;12;4634,22;0;458
;;;;198706699;;CTR-039717/0001;"Location maintenance d’une solution d’impression pour l’atelier de reprographie de la Faculté des Sciences et Techniques de l4université de Limoges - DPD 
CANON C7580 NS XXD00619
";01/06/2018;31/05/2022;Trimestrielle;16;18979,8;0;1370
;;;;35600000000022;;CTR-031784/0003;"Contrat Location Duplicopieur votre cde : SALM14BC0117/0_x000D_
POSTE5934 - DPD";01/03/2014;28/02/2019;Trimestrielle;20;6951,39;0;459
;;;;48363017400017;;CTR-033358/0007;Contrat Forfait Intégral - DELAGE MENUISERIE;01/10/2016;31/12/2021;Trimestrielle;21;27000;0;1611,9
;;;;393917760;;CTR-031351/0008;Contrat Forfait Intégral - ETS BOUCHAUD SAS;01/01/2017;31/12/2019;Trimestrielle;12;1124;0;115,67
;;;;393917760;;CTR-031351/0009;Contrat Forfait Intégral - ETS BOUCHAUD SAS;01/01/2017;31/03/2022;Trimestrielle;21;7501;0;462,89
;;;;44432289500020;;CTR-001367/0007;Contrat Forfait Intégral - SARL LE COUDERT;28/07/2016;30/09/2020;Trimestrielle;16;4350;242,95;343,87
;;;;757500855;;CTR-031251/0012;"Contrat Forfait Intégral - SOPCZ
";01/01/2017;31/03/2022;Trimestrielle;21;50156,35;0;2830,22
;;;;410670186;;CTR-029710/0007;Contrat Forfait Intégral - SCM DOCTEURS  LAGARRIGUE;01/01/2017;31/03/2022;Trimestrielle;21;4300;0;274,17
;;;;27870851600028;;CTR-037607/0001;Marché Lot 3 OPHLM LIMOGES Mise à disposition et maintenance pour 22 systèmes d’impressions monochrome avec installation et formation des utilisateurs comprise -DPD-11 Lexmark XM3150 loyer 59€ + 10 Lexmark M3150 loyer 42€ + Sharp MX-M354NSF loyer 59€;01/07/2017;30/06/2021;Trimestrielle;16;15785,08;0;1128
;;;;27870851600028;;CTR-037626/0009;"Contrat Forfait Intégral - Marché n° 2017.131.2 - LOT N°2 MODIFICATION N°1 - DPD
CE LIMOGES HABITAT - SHARP MX-2614NSF NS 75016594
";01/10/2017;30/09/2021;Trimestrielle;16;3000;0;246,96
;;;;757500855;;CTR-031251/0020;"Contrat Forfait Intégral - SOPCZ Site de Limoges et Guéret
CANON IR C3525i + CANON IR ADV C3530i + Accessoires
";31/10/2017;31/03/2023;Trimestrielle;21;11783,75;474,09;703,49
;;;;757500855;;CTR-031251/0019;"Contrat Forfait Intégral SOPCZ - CANON IRA C5540i NS XMF01374 + Accessoires BEGLES
";25/10/2017;31/03/2023;Trimestrielle;21;15001;661,94;895,56
;;;;42885389900014;;CTR-031134/0007;Contrat Forfait Intégral - Corteco Meillor;01/01/2018;31/12/2020;Trimestrielle;12;17500;0;1692,43
;;;EUROFR6083;423333418;MAISONS EUROFRANCE;CTR-038104/0001;"CANON IR ADV C3525I NS WSH12653 + Accessoires
";31/10/2017;31/03/2023;Trimestrielle;21;3462,84;153,65;228
;;;FABREG3900;76650013600094;FABREGUE IMPRIMEUR;CTR-037131/0001;"CANON IR 4235i NS QXL12279 - QXL12274 - QXL12261 + CANON IR 4225i NS QXM17162+ Accessoires + CANON IRAC C3330I NS QTF01042 + CANON IRA 4035i NS HRX02290
";01/04/2017;30/09/2021;Trimestrielle;18;41457,25;0;2698
;;;FABREG3939;76650013600094;FABREGUE DUO;CTR-032536/0001;"CANON IR C5235i - NS JWF40584_x000D_
";25/09/2014;31/12/2019;Trimestrielle;21;8021,39;81,28;495
;;;FACSCI7500;198706699;FACULTE DE SCIENCES ET DE TECHNIQUE;CTR-037399/0001;"Traceur IPF PRO-4000S - NS BAGJ00126
";29/05/2017;30/09/2022;Trimestrielle;21;5646,17;130,55;360
;;;GALALI0464;572184679;GALALITUM;CTR-033097/0004;LexmarK C9235 NS 5059030000359;01/01/2018;31/03/2020;Trimestrielle;9;1766,51;0;225
;;;;;;CTR-033097/0001;"CANON IRA C2225i - NS LYE22393_x000D_
IR 3225 - NS DJF04167_x000D_
";14/11/2014;31/03/2020;Trimestrielle;21;4893,35;162,78;312
;;;;;;CTR-033097/0002;"LEXMARK XM3150 - NS 701645HH04C3D_x000D_
";19/05/2015;31/03/2020;Trimestrielle;19;1092,75;35,44;75
;;;;;;CTR-033097/0003;"LEXMARK M3150 - NS 451457HH2MMG3_x000D_
";22/02/2016;31/03/2020;Trimestrielle;16;909,63;32,57;76
;;;LIMAUT1414;32068645400069;PERICAUD SAS;CTR-033806/0001;"CANON IR C5235i - NS JWF69205_x000D_
";27/03/2015;30/06/2020;Trimestrielle;21;5752,71;19,72;355
;;;;;;CTR-035028/0001;"CANON IR C5235i - NS JFW91896_x000D_
";07/12/2015;31/03/2021;Trimestrielle;21;5833,74;97,83;360
;;;PERICA8406;40302687500019;PERICAUD AUTOMOBILES;CTR-033155/0001;"CANON IR C5235i - NS JWF69069_x000D_
";21/11/2014;31/03/2020;Trimestrielle;21;5567,75;158,21;355
;;;;;;CTR-033155/0002;"Socle double cassette pour CANON IR C5235i 
";05/03/2018;31/03/2020;Trimestrielle;8;838,11;36;120
;;;;;;CTR-034349/0001;CANON IR ADVANCE C5235 - NS JWF87680;27/07/2015;31/12/2020;Trimestrielle;21;5833,74;258,26;360
;;;PEYDUF7374;32205471900032;S.C.P.DUFOUR-SALAGNAC;CTR-038323/0001;"SHARP MX-M365NSF NS 75009385 + Accessoires + SHARP MX-3070NEU NS 75079951 + Accessoires
";01/01/2018;31/03/2023;Trimestrielle;21;10128,02;0;625
;;;PNS1901;41386018000038;PNS;CTR-035021/0001;"SHARP MX-2314NSF - NS 55036476 + Accessoires_x000D_
";01/01/2016;31/03/2021;Trimestrielle;21;3630,01;0;239
;;;SDAL4446;789252160;STE DISTRIB AUTOMOBILES LIMOUSIN;CTR-038944/0001;"Lexmark XM3150 X 2 + Lexmark M3150 X 6 + Lexmark M1145 + CANON IRA C 3525i + CANON IRA 4525i
";01/01/2018;31/03/2023;Trimestrielle;21;24958,12;0;1490
;;;SIMAH0284;451195325;SIMAH S.A.S.U.;CTR-038317/0001;"CANON IR 4525I NS UMX03496 + Accessoires
";28/11/2017;31/03/2023;Trimestrielle;21;3635,63;73,54;199
;;;SOTHYS4523;45117080700049;SOTHYS PARIS S.A.S.U.;CTR-038339/0001;"CANON IRA C5550i NS WHL12148 + Accessoires
";07/12/2017;31/03/2023;Trimestrielle;21;10157,85;151,09;556
;;;CHENIE4343;45310271700023;POLYCLINIQUE DE LIMOGES SAS;CTR-037554/0004;1 Lexmark XC4140 1 bac - 57,16 € HT;01/07/2017;30/09/2022;Trimestrielle;21;1034,07;0;57,16
;;;;;;CTR-037554/0001;19 Lexmark XM3150 2 bacs - 19 x 37,37 € HT -30 Lexmark XM3150 1 ba - 30 x 33,94 € HT -1 Lexmark XC4140 2 bacs - 63,02 € HT -1 Lexmark XC4140 - 57,16 € HT;01/07/2017;30/09/2022;Trimestrielle;21;12844,94;0;710,03
;;;;;;CTR-037554/0005;"CANON IRAC5550i NS WHL09434 + Accessoires
";01/10/2017;30/09/2022;Trimestrielle;20;8173,19;0;471,25
;;;;;;CTR-037554/0003;1 Lexmark XC4140 2 bacs - 63,02 € HT ;01/07/2017;30/09/2022;Trimestrielle;21;1140,07;0;63,02
;;;;;;CTR-037554/0002;30 Lexmark XM3150 1 bac - 30 x 33,94 € HT ;01/07/2017;30/09/2022;Trimestrielle;21;18421,58;0;1018,29
;;;;;;CTR-037554/0007;"Lexmark XM3150 NS 70165phh083tw + Accessoires SODEXO
";08/11/2017;30/09/2022;Trimestrielle;19;656;23,21;39,55
;;;ADAM1109;322344649;SAS ADAM;CTR-037487/0001;"CANON IR C3525i NS WSH04213 - WSH04360 - WSH04228 + CANON C5535I NS WHR18553 - WHR19105  + Accessoires
";01/07/2017;30/09/2022;Trimestrielle;21;27386,94;0;1635
;;Total PLUYAUD Didier;;;;;;;;;;701490,83;8052,38;44795,05
;;SYLVAIN Thibaut;CMB;32358951500036;CAPEA;CTR-000019/0006;Contrat Forfait Intégral - TRANSPORT LEROUX;13/07/2016;30/09/2019;Trimestrielle;12;1195,2;106,96;123
;;Total SYLVAIN Thibaut;;;;;;;;;;1195,2;106,96;123
;;TOURNADRE Laurent;AGNELLSAS;44018428100010;AGNELLE SAS;CTR-029254/0001;MULTIFONCTION SHARP MX-2010USF - BS 25087922;18/10/2012;31/03/2018;Trimestrielle;21;4061,45;217,66;267
;;;CEPPAL5848;423944982;CEPPAL GESTION;CTR-035553/0001;"MULTIFONCTION SHARP MX-M202DSF - NS 53003030_x000D_
";01/04/2016;30/06/2021;Trimestrielle;21;2961,72;49;195
;;;CMB;31662126700020;CAPEA;CTR-008990/0005;Contrat Forfait Intégral -ORDRE DES ARCHITECTES;25/01/2016;30/06/2021;Trimestrielle;21;7501;340,81;462,89
;;;;77807327000135;;CTR-016375/0006;Contrat Forfait Intégral - CE ALSEA;01/01/2016;31/03/2021;Trimestrielle;21;4200;0;267,79
;;;;542010079;;CTR-019342/0008;Contrat Forfait Intégral - E.S.M.;01/04/2016;30/06/2021;Trimestrielle;21;15001;0;895,56
;;;;49508424600018;;CTR-022352/0012;"Contrat Forfait Intégral - DISATECH SAS_x000D_
";01/10/2015;30/09/2018;Trimestrielle;8;1400;0;200,45
;;;;49508424600018;;CTR-022352/0016;"Contrat Forfait Intégral - DISATECH SAS_x000D_
_x000D_
";22/03/2016;30/06/2021;Trimestrielle;21;4354,63;27,55;250,74
;;;;401129580;;CTR-022352/0018;Contrat Forfait Intégral - DISA;22/03/2016;30/06/2021;Trimestrielle;21;6220,81;39,36;358,2
;;;;775716384;;CTR-027439/0004;Contrat Forfait Intégral - SOEURS DE MARIE JOSEPH ET ;01/07/2016;30/09/2021;Trimestrielle;21;2400;0;158,02
;;;;775716707;;CTR-027976/0004;Contrat Forfait Intégral - LA COLONIE DE VACANCES;01/07/2016;30/09/2021;Trimestrielle;21;2767,34;0;184,35
;;;;42031733100015;;CTR-029243/0007;"Contrat Forfait Intégral - LIMOUSIN LOCTRANS
";01/10/2016;31/12/2021;Trimestrielle;21;26700;0;1593,99
;;;;44245225600013;;CTR-030532/0005;Contart Forfait Intégral - NATEA AGRICULTURE;01/04/2016;30/06/2021;Trimestrielle;21;35286,91;0;2031,82
;;;;34499411600020;;CTR-030606/0002;Contrat Forfait Intégral - CLUB MUSICAL LIMOUSIN POSTE/ TELECOM;28/05/2013;30/09/2018;Trimestrielle;21;1300;33,69;90,18
;;;;32353270500015;;CTR-031076/0009;Contrat Forfait Intégral - TRANSPORTS REALLE SAS;01/04/2016;30/06/2021;Trimestrielle;21;6263,25;0;401,69
;;;;49102320600023;;CTR-031742/0002;Contrat Forfait Intégral - SARL VICAR;20/02/2014;30/06/2019;Trimestrielle;21;1512;44,24;99,55
;;;;21870740400016;;CTR-031824/0007;Contrat Forfait Intégral - MAIRIE DES GRANDS CHEZEAUX;21/07/2016;31/12/2021;Trimestrielle;21;831;43,76;55,92
;;;;21870910300012;;CTR-032580/0001;Contrat Forfait Intégral - MAISONNAIS SUR TARDOIRE;01/10/2014;31/12/2019;Trimestrielle;21;4200;0;267,79
;;;;781903521;;CTR-032581/0001;Contrat Forfait Intégral - Institut DON BOSCO// CEF Moissannes;01/10/2014;31/12/2019;Trimestrielle;21;9700;0;598,59
;;;;77807327000143;;CTR-032582/0006;Contrat Forfait Intégral - ALSEA SERVICE TUTELLES;01/01/2016;31/03/2021;Trimestrielle;21;24211,05;0;1445,4
;;;;77807327000143;;CTR-033357/0001;Contrat Forfait Intégral - ALSEA PREVENTION SPECIALISEE;01/01/2015;31/03/2020;Trimestrielle;21;8500;0;524,54
;;;;329235725;;CTR-033359/0001;Contrat Forfait Intégral -  SLMC;01/01/2015;31/03/2020;Trimestrielle;21;4327;0;275,89
;;;;77807327000101;;CTR-033360/0001;Contrat Forfait Intégral -  ALSEA AEMO;01/01/2015;31/03/2020;Trimestrielle;21;8300;0;512,19
;;;;751628587;;CTR-033816/0001;Contrat Forfait Intégral - SAS TRL 87;20/03/2015;30/06/2020;Trimestrielle;21;2800;24,58;184,35
;;;;32131852900021;;CTR-033822/0001;Contrat Forfait Intégral - MR BRICOLAGE ;01/04/2015;30/06/2020;Trimestrielle;21;1900;0;125,1
;;;;32131852900021;;CTR-033822/0006;Contrat Forfait Intégral -SARL CBL MR BRICOLAGE;27/01/2016;30/06/2021;Trimestrielle;21;3200;150,49;210,69
;;;;810072272;;CTR-034655/0001;Contrat Forfait Intégral - LE MARYLAND ;01/10/2015;31/12/2020;Trimestrielle;21;4125,32;0;263,03
;;;;488237546;;CTR-034712/0003;Contrat Forfait Intégral - SCI LIMOGES INVEST;21/10/2015;31/03/2021;Trimestrielle;21;6500;324,34;414,44
;;;;509359840;;CTR-035651/0003;Contrat Forfait Intégral - AEROLYCE ;01/04/2016;30/06/2021;Trimestrielle;21;10500;0;626,85
;;;;19870042900014;;CTR-036346/0001;"COLLEGE Paul LANGEVIN ST JUNIEN - LT - 
SHARP MX-M564NSF - NS 65010805
";07/10/2016;06/08/2018;Mensuelle;22;4108,05;0;205
;;;;38267555100198;;CTR-019213/0011;Contrat Forfait Intégral - S.A. COMPTAFRANCE;01/01/2016;31/03/2019;Trimestrielle;13;8000;0;713,22
;;;;351251889;;CTR-029492/0002;Contrat Forfait Intégral  - CENTRE ABC;21/11/2012;31/03/2018;Trimestrielle;21;543;16,78;37,66
;;;;378684500;;CTR-029801/0006;Contrat Forfait Intégral - ESPACE VERT DU LIMOUSIN;01/04/2015;30/06/2020;Trimestrielle;21;2400;0;158,02
;;;;77807327000168;;CTR-029589/0006;"Contrat Forfait Intégral - ALSEA CEF LES MONDIERES_x000D_
 ";01/04/2014;30/06/2019;Trimestrielle;21;18000;0;1074,6
;;;;21870070600011;;CTR-001698/0006;Contrat Forfait Intégral - MAIRIE DE BALLEDENT;01/07/2014;30/09/2019;Trimestrielle;21;4871,42;0;312,42
;;;;378684500;;CTR-029801/0009;Contrat Forfait Intégral - ESPACE VERT DU LIMOUSIN;27/07/2015;31/12/2020;Trimestrielle;21;1501;70,9;98,83
;;;;77807363500022;;CTR-024743/0005;Contrat Forfait Intégral - FNACA LIMOGES;01/04/2016;30/06/2021;Trimestrielle;21;3007;0;197,98
;;;;378684500;;CTR-029801/0012;Contrat Forfait Intégral - ESPACE VERT DU LIMOUSIN;01/04/2016;30/06/2021;Trimestrielle;21;15506,03;0;925,71
;;;;77807327000226;;CTR-001593/0006;Contrat Forfait Intégral - INTERVAL/ALSEA;01/01/2016;31/03/2021;Trimestrielle;21;3100;0;204,1
;;;;48103917000016;;CTR-029795/0010;Contrat Forfait Intégral - ALEDA;20/04/2018;30/06/2023;Trimestrielle;21;10600;517,55;654,13
;;;;21870740400016;;CTR-031824/0011;Contrat Forfait Intégral - MAIRIE DES GRANDS CHEZEAUX;01/07/2018;30/09/2023;Trimestrielle;21;4000;0;255,04
;;;;19870042900014;;CTR-039405/0001;"AO COLLEGE PAUL LANGEVIN - SHARP MX-M5070EU NS 7502663X - 7502716X + Duplicopieur SF5030 NS 42343050 + Accessoires
";23/04/2018;22/04/2021;Trimestrielle;12;9259,15;0;863,75
;;;;49508424600018;;CTR-022352/0008;Contrat Forfait Intégral - DISATECH SAS;14/02/2014;31/03/2018;Trimestrielle;12;1648,68;85,87;168
;;;;80851724700017;;CTR-033821/0001;Contart Forfait Intégral - SOLIF ET COMPAGNIE;01/04/2015;30/06/2020;Trimestrielle;21;2200;0;144,85
;;;;21871150500014;;CTR-033365/0001;Contrat Forfait Intégral  - MAIRIE DE PENSOL;01/01/2015;31/03/2020;Trimestrielle;21;3172,18;0;208,86
;;;;30659281700010;;CTR-000737/0005;Contrat Forfait Intégral - SCM DUPUYTREN;01/07/2014;30/09/2019;Trimestrielle;21;1826,4;0;120,25
;;;;77807327000135;;CTR-009940/0006;Contrat Forfait Intégral - ALSEA - CPFS;01/01/2015;31/03/2020;Trimestrielle;21;9000;0;555,39
;;;;77807338700038;;CTR-034418/0003;"Contrat Forfait Intégral transfert de contrat au 11/11/2015 sur ADPA0131 intialement mis en place sur _x000D_
FORM3A9569 FORM 3A FORMATION";31/07/2015;30/09/2018;Trimestrielle;12;1750;120,18;178,33
;;;;13000031800019;;CTR-034598/0001;"Location et maintenance de  3 photocopieurs N/B _x000D_
et d’un photocopieur couleur - MAPA MDPH 87 - LT";28/09/2015;27/09/2018;Trimestrielle;12;16304,69;0;1521
;;;;77807338700038;;CTR-034418/0009;Contrat Forfait Intégral - ADPAD;01/04/2016;30/06/2021;Trimestrielle;21;4478,71;0;287,24
;;;;810557322;;CTR-027336/0004;Contrat Forfait Intégral - SAS ROY SERVICES;01/01/2016;31/03/2021;Trimestrielle;21;1550;0;102,05
;;;;414757252;;CTR-000135/0006;Contrat Forfait Intégral - MR DUMY PIERRE;01/01/2016;31/03/2021;Trimestrielle;21;3000;0;197,52
;;;;77807338700038;;CTR-034418/0006;Contrat Forfait Intégral - FORM 3A FORMATION;10/11/2015;31/03/2021;Trimestrielle;21;4355;156,94;277,67
;;;;77807327000143;;CTR-032582/0010;Contrat Forfait Intégral - ALSEA SERVICE TUTELLES;14/10/2016;31/03/2022;Trimestrielle;21;1000;57,78;67,29
;;;;39471591600042;;CTR-022134/0008;Contrat Forfait Intégral - CUISINES SCHMIDT - GPK SARL;27/10/2016;31/03/2022;Trimestrielle;21;1501;70,9;98,83
;;;;Pas de siret;;CTR-036655/0004;Contrat Forfait Intégral - PAROISSE DE ROCHECHOUART;08/12/2016;31/03/2022;Trimestrielle;21;2413,89;41,46;158,93
;;;;775716384;;CTR-027439/0010;Contrat Forfait Intégral - SOEURS DE MARIE JOSEPH ET DE LA MISERICORDE;16/11/2016;31/03/2022;Trimestrielle;21;1501;49,42;98,83
;;;;479272510;;CTR-028771/0004;Contrat Forfait Intégral - PAROISSE BON PASTEUR;01/01/2017;31/03/2022;Trimestrielle;21;3000;0;197,52
;;;;77807327000143;;CTR-036809/0002;"Forfait Contrat Intégral - ALSEA DIRECTION GENERALE

";01/01/2017;31/03/2022;Trimestrielle;21;16000;0;955,2
;;;;53321529900017;;CTR-030552/0011;"Contrat Forfait Intégral - SJL LOCATION
";01/01/2017;31/03/2022;Trimestrielle;21;23200;0;1385,04
;;;;44018428100010;;CTR-001081/0005;"Contrat Forfait Intégral - AGNELLE SAS
";01/01/2017;31/03/2022;Trimestrielle;21;9000;0;555,39
;;;;33908274500029;;CTR-017207/0004;Contrat Forfait Intégral - CHALEIX ET FILS;13/12/2016;31/03/2022;Trimestrielle;21;4001;52,68;255,1
;;;;789955630;;CTR-037025/0004;Contrat Forfait Intégral - ADN 87   ;20/02/2017;30/06/2022;Trimestrielle;21;2800;81,93;184,35
;;;;42085679100025;;CTR-023220/0004;Contrat Forfait Intégral - POMPES FUNEBRES OSIRIS;01/04/2017;30/06/2022;Trimestrielle;21;4559,97;0;290,74
;;;;441768348;;CTR-019333/0006;Contrat Forfait Intégral - ARCHITECTES ASSOCIES;01/04/2017;30/06/2022;Trimestrielle;21;4010;0;255,68
